"refseq_mrna","hgnc_symbol","prot_length"
"NM_001018074","NR3C1",778
"NM_001018077","NR3C1",778
"NM_001278452","SP140",808
"NM_006337","MCRS1",463
"NM_012405","ICMT",285
"NM_001127320","UBAP2L",984
"NM_001375630","UBAP2L",984
"NM_001375629","UBAP2L",984
"NM_001375631","UBAP2L",984
"NM_130795","RGS3",918
"NM_013328","PYCR2",321
"NM_003244","TGIF1",273
"NM_004674","ASH2L",629
"NM_207040","TCF12",513
"NM_001080537","SNTN",148
"NM_001025097","PSMA8",213
"NM_033337","CAV3",152
"NM_001234","CAV3",152
"NM_138434","ZBED6CL",237
"NM_201559","FOXO3",674
"NM_001257168","ELK1",96
"NM_001105576","SOWAHD",316
"NM_000761","CYP1A2",517
"NM_003389","CORO2A",526
"NM_001029885","CPTP",215
"NM_170683","P2RX2",498
"NM_001367173","ZNF763",398
"NM_001012753","ZNF763",398
"NM_018351","FGD6",1431
"NM_001146157","FAM25A",90
"NM_001130996","HMGCR",836
"NM_003437","ZNF136",541
"NM_015129","SEPTIN6",435
"NM_198949","NUDT1",180
"NM_198954","NUDT1",180
"NM_001024","RPS21",84
"NM_001044369","DIPK1C",420
"NM_017766","CASZ1",1167
"NM_183397","PXMP4",72
"NM_001037175","SUSD4",291
"NM_177983","PPM1G",547
"NM_001386873","SPINT1",530
"NM_181642","SPINT1",530
"NM_001386874","SPINT1",530
"NM_000991","RPL28",138
"NM_001143759","LRRC27",384
"NM_001382773","IL6R",366
"NM_181359","IL6R",366
"NM_005641","TAF6",678
"NM_006482","DYRK2",602
"NM_021030","ZNF14",643
"NM_001129829","CACNA1C",2180
"NM_213646","WARS1",431
"NM_080816","SIRPG",171
"NM_001031617","COX19",91
"NM_015180","SYNE2",6886
"NM_198585","ENTPD8",459
"NM_030964","SPRY4",323
"NM_017863","CT55",243
"NM_004810","GRAP2",331
"NM_001291824","GRAP2",331
"NM_001291826","GRAP2",331
"NM_199247","CACNB1",524
"NM_016505","ZCCHC17",242
"NM_001370088","CARM1",586
"NM_001370089","CARM1",586
"NM_001031732","YTHDC1",728
"NM_001098633","AKT1S1",257
"NM_007118","TRIO",3098
"NM_001244937","MST1R",1352
"NM_001199799","ILDR1",547
"NM_201555","FHL2",280
"NM_024110","CARD14",1005
"NM_007282","RNF13",382
"NM_033164","FGF8",234
"NM_001287516","CDC25B",517
"NM_001287517","CDC25B",517
"NM_013445","GAD1",225
"NM_001122757","POU1F1",318
"NM_001243014","ABCB9",682
"NM_001286673","RGS20",274
"NM_001286675","RGS20",274
"NM_001243241","ZSCAN31",407
"NM_030899","ZSCAN31",407
"NM_182496","CCDC38",564
"NM_001377266","MAPT",737
"NM_031923","TAF3",930
"NM_001005918","ATP7B",1259
"NM_032413","C15orf48",84
"NM_001129898","KRBOX4",172
"NM_001318129","ZMAT5",171
"NM_001003692","ZMAT5",171
"NM_019103","ZMAT5",171
"NM_001130448","C15orf62",176
"NM_198483","RUFY4",572
"NM_004621","TRPC6",932
"NM_001283050","ICOSLG",310
"NM_002264","KPNA1",539
"NM_001079539","XBP1",377
"NM_001352445","CREM",96
"NM_001011708","OLA1",239
"NM_183404","RBL1",1015
"NM_030966","KRTAP1-3",168
"NM_206925","CA12",344
"NM_001289158","ADGRE3",601
"NM_001012428","ASB11",303
"NM_001001732","CC2D2B",323
"NM_001323293","ZNF197",1030
"NM_001323295","ZNF197",1030
"NM_006991","ZNF197",1030
"NM_001323296","ZNF197",1030
"NM_147127","EVC2",1309
"NM_001129778","GRAPL",119
"NM_001353418","GRAPL",119
"NM_024067","C7orf26",450
"NM_203395","IYD",290
"NM_001318495","IYD",290
"NM_017877","SLC35F6",372
"NM_018660","ZNF395",514
"NM_172109","KCNQ2",394
"NM_006491","NOVA1",182
"NM_016648","LARP7",583
"NM_001370979","LARP7",583
"NM_020185","DUSP22",185
"NM_001303098","TMEM198",361
"NM_001366191","TMEM234",165
"NM_172108","KCNQ2",842
"NM_001080744","DGKG",767
"NM_181461","PAX3",404
"NM_001001960","OR5W2",311
"NM_012089","ABCB10",739
"NM_001355197","ZNF66",574
"NM_214711","PRR27",220
"NM_001371303","SH3BP4",964
"NM_001371304","SH3BP4",964
"NM_153747","PIGC",298
"NM_002642","PIGC",298
"NM_001352424","RCBTB2",552
"NM_001352425","RCBTB2",552
"NM_001268","RCBTB2",552
"NM_032122","DTNBP1",352
"NM_033516","TPD52L3",141
"NM_001003785","ATP5PD",138
"NM_003508","FZD9",592
"NM_201284","EGFR",706
"NM_001367850","TNNT3",246
"NM_001109997","KLHL33",534
"NM_145285","NKX2-3",365
"NM_021947","SRR",341
"NM_001197295","ECM2",700
"NM_001393","ECM2",700
"NM_001198688","LEPR",907
"NM_020672","S100A14",105
"NM_199231","GDNF",186
"NM_001382508","DROSHA",1375
"NM_003072","SMARCA4",1648
"NM_001135697","SGCA",264
"NM_002542","OGG1",346
"NM_001354649","OGG1",346
"NM_001377329","PLEKHG7",692
"NM_001346339","MRRF",263
"NM_001346341","MRRF",263
"NM_138777","MRRF",263
"NM_001346347","MRRF",263
"NM_001013693","LDLRAD2",273
"NM_019075","UGT1A10",531
"NM_174890","ZFAND4",728
"NM_001128324","ZFAND4",728
"NM_001080533","UNC119B",252
"NM_030623","SPHKAP",1672
"NM_206900","RTN2",473
"NM_024596","MCPH1",836
"NM_003954","MAP3K14",948
"NM_001001890","RUNX1",454
"NM_032806","POMGNT2",581
"NM_001164502","EIF4ENIF1",812
"NM_012093","AK5",537
"NM_005496","SMC4",1289
"NM_001318885","HMGN3",100
"NM_001318888","HMGN3",100
"NM_004242","HMGN3",100
"NM_001201362","HMGN3",100
"NM_001136000","ABL2",1065
"NM_012397","SERPINB13",392
"NM_001348269","SERPINB13",392
"NM_001348268","SERPINB13",392
"NM_198229","RGS12",1448
"NM_201648","GLYAT",297
"NM_001303624","RPL10",215
"NM_001303626","RPL10",215
"NM_023068","SIGLEC1",1710
"NM_001367089","SIGLEC1",1710
"NM_198336","INSIG1",179
"NM_025004","CCDC15",952
"NM_001267046","FRMD6",623
"NM_002614","PDZK1",520
"NM_001329113","BABAM2",416
"NM_001329114","BABAM2",416
"NM_004899","BABAM2",416
"NM_001001710","FAM166A",318
"NM_182908","DHRS2",301
"NM_001284419","LYSMD4",298
"NM_152449","LYSMD4",298
"NM_001374178","RAB5IF",130
"NM_018840","RAB5IF",130
"NM_001001670","SPATA31D1",1577
"NM_001032292","ZNF174",235
"NM_003470","USP7",1103
"NM_001330688","EFHB",704
"NM_001128326","BSPH1",133
"NM_017971","MRPL20",150
"NM_012451","SYNGR4",235
"NM_000118","ENG",626
"NM_001354361","GTDC1",459
"NM_031292","PUS7L",702
"NM_001098614","PUS7L",702
"NM_001098615","PUS7L",702
"NM_197958","LARP6",94
"NM_019035","PCDH18",1136
"NM_001002248","ANAPC11",85
"NM_001001877","HSFY2",204
"NM_000363","TNNI3",211
"NM_033035","TSLP",160
"NM_006609","MAP3K2",620
"NM_182977","NNT",1087
"NM_001362877","SMARCB1",395
"NM_001317946","SMARCB1",395
"NM_001324064","MIA3",1908
"NM_001324062","MIA3",1908
"NM_198551","MIA3",1908
"NM_001324063","MIA3",1908
"NM_001724","BPGM",260
"NM_001013746","ZNF107",784
"NM_001129885","CPSF4L",180
"NM_018287","ARHGAP12",847
"NM_001171087","CLCN2",882
"NM_001170798","SLC15A5",580
"NM_018309","TBC1D23",685
"NM_001257197","CUL3",703
"NM_001271012","FLI1",260
"NM_001135769","PVR",365
"NM_199136","FAM221A",299
"NM_006202","PDE4A",648
"NM_001080411","ZNF433",674
"NM_001330563","MPPE1",375
"NM_006625","SRSF10",184
"NM_001300937","SRSF10",184
"NM_014146","LAT2",244
"NM_004130","GYG1",351
"NM_003992","CLK3",491
"NM_001077427","LYPD1",90
"NM_001321235","LYPD1",90
"NM_003938","AP3D1",1154
"NM_006511","RSC1A1",618
"NM_199440","HSPD1",574
"NM_001005162","OR52B6",336
"NM_001024938","SLC2A11",497
"NM_001256447","BCAP31",247
"NM_001139441","BCAP31",247
"NM_003789","TRADD",313
"NM_001323552","TRADD",313
"NM_000025","ADRB3",409
"NM_198485","TPRG1",276
"NM_001388437","CORO6",473
"NM_001388433","CORO6",473
"NM_001388431","CORO6",473
"NM_001004317","LIN28B",251
"NM_199286","DPPA3",160
"NM_005785","RNF41",318
"NM_015453","THUMPD3",508
"NM_001085471","FOXN3",491
"NM_199003","THAP1",54
"NM_001030055","ARHGAP5",1503
"NM_147781","CTSB",340
"NM_153026","PRICKLE1",832
"NM_201384","PLEC",4548
"NM_005896","IDH1",415
"NM_001378033","CCDC78",471
"NM_001378031","CCDC78",471
"NM_001378030","CCDC78",471
"NM_001004056","GRK4",547
"NM_001350173","GRK4",547
"NM_152880","PTK7",1031
"NM_170691","GFM2",733
"NM_177969","PPM1B",193
"NM_001271025","AKR1E2",223
"NM_198597","SEC24C",1095
"NM_012425","RSU1",278
"NM_133344","RAD17",671
"NM_003930","SKAP2",360
"NM_001303468","SKAP2",360
"NM_012428","NPTN",399
"NM_001277233","TM7SF2",392
"NM_080645","COL12A1",1900
"NM_001291428","BAX",193
"NM_138761","BAX",193
"NM_001143919","LTB4R",353
"NM_002878","RAD51D",329
"NM_022645","CSH2",123
"NM_033507","GCK",467
"NM_033508","GCK",467
"NM_001717","BNC1",995
"NM_198156","VHL",173
"NM_001083608","NARF",409
"NM_202470","GIPC1",334
"NM_001382649","MBNL2",368
"NM_001382675","MBNL2",368
"NM_001382669","MBNL2",368
"NM_001382650","MBNL2",368
"NM_001382674","MBNL2",368
"NM_001382690","MBNL2",368
"NM_001382692","MBNL2",368
"NM_001382670","MBNL2",368
"NM_001382685","MBNL2",368
"NM_001382684","MBNL2",368
"NM_144778","MBNL2",368
"NM_001382676","MBNL2",368
"NM_001382687","MBNL2",368
"NM_001382688","MBNL2",368
"NM_001382682","MBNL2",368
"NM_181641","CKLF",121
"NM_182646","CPEB2",997
"NM_181571","CREM",301
"NM_003343","UBE2G2",166
"NM_003152","STAT5A",795
"NM_005704","PTPRU",1447
"NM_001282238","BCL11B",824
"NM_022898","BCL11B",824
"NM_001615","ACTG2",377
"NM_001833","CLTA",219
"NM_001184761","CLTA",219
"NM_001311203","CLTA",219
"NM_001006657","WDR35",1182
"NM_001015000","SLX1A",162
"NM_001080770","KIR2DL4",343
"NM_001134451","TMEM130",322
"NM_001382546","APLP2",523
"NM_001142278","APLP2",523
"NM_001378417","HDAC4",1085
"NM_001378416","HDAC4",1085
"NM_006037","HDAC4",1085
"NM_138432","SDSL",330
"NM_007184","NISCH",1505
"NM_173844","MALT1",814
"NM_001382448","FERMT3",664
"NM_031471","FERMT3",664
"NM_001382361","FERMT3",664
"NM_001382363","FERMT3",664
"NM_152866","MS4A1",298
"NM_001321289","ATG4A",337
"NM_178270","ATG4A",337
"NM_001256092","ATF2",448
"NM_001256093","ATF2",448
"NM_198045","ZDHHC16",297
"NM_001204466","RBM10",854
"NM_177974","GOLM2",381
"NM_001834","CLTB",212
"NM_001364126","CLTB",212
"NM_016325","ZNF274",622
"NM_203283","RBPJ",466
"NM_030976","KRTAP4-6",206
"NM_033278","TRIM3",745
"NM_023010","UPF3B",471
"NM_001081443","LILRB5",492
"NM_198265","SPO11",359
"NM_001282099","YAP1",471
"NM_001282097","YAP1",471
"NM_001204520","P2RX5",399
"NM_133271","FCAR",192
"NM_001162497","LPAR6",345
"NM_001377317","LPAR6",345
"NM_001377316","LPAR6",345
"NM_152836","SNX16",345
"NM_001261394","NOL10",639
"NM_002705","PPL",1757
"NM_001364141","CSNK1G3",424
"NM_001031812","CSNK1G3",424
"NM_194448","CLEC4A",166
"NM_001375270","TLK2",751
"NM_006852","TLK2",751
"NM_001376073","PDE8B",789
"NM_001376074","PDE8B",789
"NM_001376075","PDE8B",789
"NM_001376064","PDE8B",789
"NM_001029851","PDE8B",789
"NM_001376065","PDE8B",789
"NM_004103","PTK2B",1010
"NM_173176","PTK2B",1010
"NM_001371656","ARID1B",2333
"NM_001374820","ARID1B",2333
"NM_003257","TJP1",1749
"NM_001355014","TJP1",1749
"NM_018261","EXOC1",895
"NM_130762","MADCAM1",296
"NM_004532","MUC4",1177
"NM_198241","EIF4G1",1600
"NM_001127487","FLNC",2693
"NM_198335","GANAB",967
"NM_173165","NFATC3",1076
"NM_001007225","IGF2BP2",557
"NM_203408","FAM47A",792
"NM_181689","NNAT",55
"NM_002051","GATA3",444
"NM_004583","RAB5C",217
"NM_201434","RAB5C",217
"NM_007337","DLEC1",1779
"NM_139347","BIN1",519
"NM_012383","OSTF1",215
"NM_183232","IKZF3",432
"NM_006465","ARID3B",561
"NM_015892","CHST15",562
"NM_003288","TPD52L2",207
"NM_001243891","TPD52L2",207
"NM_133179","XAGE3",112
"NM_016156","MTMR2",644
"NM_001288782","TTC8",476
"NM_198310","TTC8",476
"NM_053028","MYLK",1795
"NM_138565","CTTN",514
"NM_001257331","ARRB2",407
"NM_019616","F7",445
"NM_020468","SNX14",894
"NM_147173","NUDT2",148
"NM_001204188","TP73",541
"NM_016082","CDK5RAP1",588
"NM_001278167","CDK5RAP1",588
"NM_016408","CDK5RAP1",588
"NM_134259","TBL1Y",523
"NM_001286","CLCN6",870
"NM_001136012","FXYD3",114
"NM_138616","RHCE",267
"NM_016574","DRD2",415
"NM_001195057","DDIT3",170
"NM_004083","DDIT3",170
"NM_198845","SIGLEC6",438
"NM_198902","TSPAN3",229
"NM_001077352","RBM23",406
"NM_019624","ABCB9",724
"NM_005093","CBFA2T2",605
"NM_022123","NPAS3",902
"NM_022664","ECM1",416
"NM_175841","SMOX",191
"NM_001318","CSHL1",129
"NM_022088","ZFP64",628
"NM_001949","E2F3",466
"NM_001293815","ALDH1A3",406
"NM_032166","ATRIP",765
"NM_033165","FGF8",205
"NM_024323","BRME1",638
"NM_001345847","BRME1",638
"NM_001345844","BRME1",638
"NM_001353137","XAF1",283
"NM_199139","XAF1",283
"NM_001353140","XAF1",283
"NM_153609","TMPRSS6",803
"NM_001008486","SLC41A3",472
"NM_181526","MYL9",119
"NM_001385253","APP",771
"NM_000484","APP",771
"NM_153742","CTH",362
"NM_173170","IL36RN",156
"NM_001230","CASP10",480
"NM_001178116","ABI1",497
"NM_198205","MLX",215
"NM_021196","SLC4A5",1138
"NM_182666","UBE2E1",177
"NM_013997","TAC1",115
"NM_013998","TAC1",115
"NM_012481","IKZF3",510
"NM_001184787","PARD3",1320
"NM_199202","THEG",356
"NM_198591","BSG",177
"NM_138822","PAM",888
"NM_001388363","SEZ6L2",810
"NM_001114100","SEZ6L2",810
"NM_175721","TPO",890
"NM_004087","DLG1",927
"NM_145815","CACNG6",215
"NM_172084","CAMK2B",450
"NM_170589","KNL1",2343
"NM_145159","JAG2",1201
"NM_001278221","PHF7",343
"NM_001374465","ITGA7",1132
"NM_172216","CAMKK2",546
"NM_001379512","COG5",809
"NM_181733","COG5",809
"NM_001304526","KRCC1",260
"NM_016618","KRCC1",260
"NM_173662","RNF175",329
"NM_021709","SIVA1",111
"NM_178544","ZNF546",837
"NM_001198902","YY1AP1",751
"NM_004700","KCNQ4",696
"NM_020960","GPR107",553
"NM_001287346","GPR107",553
"NM_014925","R3HDM2",977
"NM_001011655","TMEM44",429
"NM_021154","PSAT1",325
"NM_201521","KLC4",620
"NM_172082","CAMK2B",493
"NM_001276727","IFTAP",148
"NM_199169","PMEPA1",253
"NM_015346","ZFYVE26",2540
"NM_001366452","RABGAP1L",379
"NM_001243947","PPP1R14A",121
"NM_016620","ZNF644",106
"NM_018262","IFT122",1183
"NM_198855","ZNF211",565
"NM_144701","IL23R",630
"NM_001352317","LARP4",654
"NM_001352320","LARP4",654
"NM_001352319","LARP4",654
"NM_001352316","LARP4",654
"NM_001352308","LARP4",654
"NM_199190","LARP4",654
"NM_001352322","LARP4",654
"NM_001352315","LARP4",654
"NM_003600","AURKA",404
"NM_001323303","AURKA",404
"NM_198194","STOM",124
"NM_170784","MKKS",571
"NM_194458","UBE2J2",208
"NM_138283","CSTL1",146
"NM_003994","KITLG",246
"NM_001034116","EIF2B4",524
"NM_017454","STAU1",497
"NM_198890","ATG16L1",445
"NM_001098494","ZNF419",479
"NM_001291743","ZNF419",479
"NM_139067","SMARCC2",1131
"NM_001366390","NOVA1",109
"NM_001366397","NOVA1",109
"NM_001320755","SUPT6H",1727
"NM_015414","RPL36",106
"NM_033643","RPL36",106
"NM_014169","CHMP4A",223
"NM_020477","ANK1",1882
"NM_020475","ANK1",1882
"NM_020476","ANK1",1882
"NM_203343","EPB41",776
"NM_198977","ARHGEF1",880
"NM_033300","LRP8",794
"NM_006932","SMTN",918
"NM_001278113","ADAM2",717
"NM_170696","ALDH1A2",481
"NM_199460","CACNA1C",2187
"NM_001129827","CACNA1C",2187
"NM_018102","ZNF334",681
"NM_001278553","GRIN2C",874
"NM_173872","CLCN3",867
"NM_001394140","SMG7",1138
"NM_173156","SMG7",1138
"NM_145903","HMGA1",97
"NM_144506","KLK8",120
"NM_130830","LRRC15",582
"NM_001007229","SPOP",375
"NM_006279","ST3GAL3",376
"NM_007172","NUP50",469
"NM_183400","RNF14",475
"NM_004212","SLC28A2",659
"NM_080682","VCAM1",648
"NM_145726","TRAF3",544
"NM_138991","BACE2",469
"NM_177452","TRAPPC6B",131
"NM_148921","EPN2",585
"NM_001242559","MAP4K4",1240
"NM_001384520","MAP4K4",1240
"NM_145810","CDCA7",372
"NM_016458","HGH1",391
"NM_147187","TNFRSF10B",412
"NM_145886","PIDD1",911
"NM_175723","SSX5",189
"NM_001287339","CAB39L",338
"NM_001346456","CD5",496
"NM_014207","CD5",496
"NM_207629","ABCG1",664
"NM_007328","KLRC1",216
"NM_001394835","KLC1",629
"NM_001394841","KLC1",629
"NM_001394847","KLC1",629
"NM_182847","ASIC4",521
"NM_001142370","PTPN18",354
"NM_005778","RBM5",816
"NM_001352242","SLC5A11",676
"NM_001352246","SLC5A11",676
"NM_001394076","SLC5A11",676
"NM_199179","KIRREL2",584
"NM_001367459","HAP1",620
"NM_177977","HAP1",620
"NM_001184856","KLHDC4",490
"NM_100486","WAC",545
"NM_183233","SLC22A18",425
"NM_181652","PRDX5",126
"NM_001378062","SLC49A3",442
"NM_001294342","SLC49A3",442
"NM_001323952","MBD1",550
"NM_015844","MBD1",550
"NM_025141","TM2D3",222
"NM_006119","FGF8",216
"NM_170663","MINK1",1304
"NM_001354152","MIA2",762
"NM_203355","MIA2",762
"NM_001354153","MIA2",762
"NM_018703","RBBP6",1759
"NM_199415","UBOX5",488
"NM_006908","RAC1",193
"NM_020480","ANK1",110
"NM_015099","CAMTA2",1203
"NM_183395","NLRP3",921
"NM_001282773","RGS7",425
"NM_145803","TRAF6",523
"NM_001364588","PAM",867
"NM_138821","PAM",867
"NM_001304521","IMPDH1",564
"NM_183243","IMPDH1",564
"NM_005920","MEF2D",522
"NM_001321175","TOM1L1",400
"NM_001321176","TOM1L1",400
"NM_014671","UBE3C",1084
"NM_001170414","TJP2",1044
"NM_201629","TJP2",1044
"NM_080918","DGUOK",190
"NM_001318859","DGUOK",190
"NM_001321387","PTN",169
"NM_002825","PTN",169
"NM_001321386","PTN",169
"NM_001320824","WDR54",335
"NM_032118","WDR54",335
"NM_001320823","WDR54",335
"NM_021706","LAIR1",271
"NM_199359","TPD52L2",187
"NM_181441","MRPL55",129
"NM_021098","CACNA1H",2354
"NM_001278203","CLCC1",367
"NM_175849","DNMT3B",771
"NM_145862","CHEK2",515
"NM_001111033","ACVR1C",337
"NM_003743","NCOA1",1442
"NM_148967","TNFRSF25",373
"NM_032294","CAMKK1",506
"NM_001195639","C8orf34",288
"NM_001349480","C8orf34",288
"NM_203281","BMX",676
"NM_001320866","BMX",676
"NM_006806","BTG3",253
"NM_020918","GPAM",829
"NM_001244949","GPAM",829
"NM_017610","RNF111",987
"NM_001270529","RNF111",987
"NM_001376109","STRBP",673
"NM_018387","STRBP",673
"NM_001376106","STRBP",673
"NM_001376107","STRBP",673
"NM_016211","SEC31A",1182
"NM_012280","FTSJ1",330
"NM_052989","IFT122",1242
"NM_201277","CNN2",271
"NM_001144924","REXO5",744
"NM_001202475","CRHR2",439
"NM_018063","HELLS",839
"NM_001289069","HELLS",839
"NM_001289068","HELLS",839
"NM_007209","RPL35",124
"NM_023001","ARID4A",1189
"NM_001009998","SSBP4",364
"NM_198155","GATD3A",238
"NM_003079","SMARCE1",412
"NM_001394846","KLC1",574
"NM_182923","KLC1",574
"NM_001394851","KLC1",574
"NM_001301138","VPS39",887
"NM_015966","ERGIC3",384
"NM_001278054","CASP9",267
"NM_080921","PTPRC",1146
"NM_013304","ZDHHC1",486
"NM_006027","EXO1",847
"NM_033670","CCNB3",292
"NM_001282802","SENP7",1018
"NM_177980","CDH26",833
"NM_171825","CAMK2A",479
"NM_001166694","CHRNA3",490
"NM_004029","IRF7",475
"NM_178136","POLDIP3",393
"NM_001099431","CLEC1B",197
"NM_006903","PPA2",306
"NM_013952","PAX8",399
"NM_145071","CISH",259
"NM_005847","SLC23A1",599
"NM_000079","CHRNA1",458
"NM_001320634","BIN1",410
"NM_139351","BIN1",410
"NM_175038","CNTN1",1008
"NM_001394608","CREM",222
"NM_001394613","CREM",222
"NM_001330120","SNCG",127
"NM_174873","P2RX2",405
"NM_134265","WSB1",276
"NM_006484","DYRK1B",602
"NM_001363582","MAP3K4",1555
"NM_001112","ADARB1",702
"NM_002897","RBMS1",407
"NM_016836","RBMS1",407
"NM_173194","KCNIP2",226
"NM_001100159","C7orf57",296
"NM_182681","AMELX",176
"NM_170740","ALDH5A1",549
"NM_199321","ZPBP2",339
"NM_031203","HNRNPM",692
"NM_001166002","APOBEC3H",183
"NM_001823","CKB",382
"NM_002848","PTPRO",1189
"NM_001330990","DHX30",1167
"NM_001204303","APP",696
"NM_201414","APP",696
"NM_032978","DTNA",568
"NM_001391","DTNA",568
"NM_032013","NDRG3",376
"NM_001282532","ADNP",1103
"NM_001393402","ALDH3B2",386
"NM_031272","TEX14",1452
"NM_031991","PTBP1",532
"NM_001002021","PFKL",781
"NM_002626","PFKL",781
"NM_001283014","NUDT13",264
"NM_033091","TRIM4",475
"NM_004769","ASIC3",532
"NM_024027","COLEC11",272
"NM_001255982","COLEC11",272
"NM_001001569","PDE9A",466
"NM_004245","TGM5",639
"NM_015018","DOP1A",2466
"NM_001385860","DOP1A",2466
"NM_001385861","DOP1A",2466
"NM_001385865","DOP1A",2466
"NM_001385864","DOP1A",2466
"NM_001385859","DOP1A",2466
"NM_001385858","DOP1A",2466
"NM_001385856","DOP1A",2466
"NM_001385857","DOP1A",2466
"NM_006784","WDR3",944
"NM_005996","TBX3",724
"NM_001362897","PUF60",543
"NM_014281","PUF60",543
"NM_001271096","PUF60",543
"NM_181309","IL22RA2",232
"NM_031371","ARID4B",1227
"NM_181507","HPS5",1130
"NM_173163","NFATC3",1066
"NM_183353","RLIM",625
"NM_172087","TNFSF13",235
"NM_130473","MADD",1609
"NM_152881","PTK7",941
"NM_001382737","AGTR1",360
"NM_031850","AGTR1",360
"NM_000685","AGTR1",360
"NM_199263","THSD1",800
"NM_201517","H2AZ2",91
"NM_001014432","AKT1",481
"NM_001382432","AKT1",481
"NM_145640","APOL3",403
"NM_001179","ART3",379
"NM_146421","GSTM1",182
"NM_080834","CNBD2",573
"NM_001300929","SNX3",141
"NM_001003698","RREB1",1688
"NM_007224","NXPH4",309
"NM_058167","UBE2J2",260
"NM_138618","RHCE",355
"NM_052990","IFT122",1132
"NM_001200019","OPRL1",371
"NM_172102","CD8B",214
"NM_080667","CFAP36",343
"NM_001304376","ADGRG5",529
"NM_001318481","ADGRG5",529
"NM_001098510","PELI3",446
"NM_001376014","EPB41",842
"NM_001376015","EPB41",842
"NM_001388361","ATP2B3",1221
"NM_133635","POFUT2",430
"NM_001904","CTNNB1",782
"NM_001098209","CTNNB1",782
"NM_053277","CLIC6",687
"NM_016826","OGG1",358
"NM_001159286","HDAC10",650
"NM_198195","UBA3",450
"NM_001366196","FCRLA",265
"NM_002303","LEPR",1166
"NM_174897","BPIFB6",454
"NM_007088","CALB2",193
"NM_145871","GSTZ1",175
"NM_194429","CEP43",380
"NM_031264","CDHR5",652
"NM_178237","EXOC1",880
"NM_138297","MUC4",1126
"NM_173574","ZNF683",505
"NM_001114759","ZNF683",505
"NM_015029","POP1",1025
"NM_171828","KCNMB3",278
"NM_001363495","RFC1",1148
"NM_002913","RFC1",1148
"NM_080717","TBX5",469
"NM_181472","CMTM7",143
"NM_003070","SMARCA2",1591
"NM_177560","CSNK2A1",256
"NM_173087","CAPN3",730
"NM_001329097","GALNT14",553
"NM_024572","GALNT14",553
"NM_001329095","GALNT14",553
"NM_176796","P2RY6",329
"NM_130798","SNAP23",159
"NM_018249","CDK5RAP2",1894
"NM_003557","PIP5K1A",550
"NM_173203","IL37",158
"NM_022440","MAL",56
"NM_021602","CD79B",126
"NM_001329050","CD79B",126
"NM_001023571","IQCB1",466
"NM_001220771","IKZF1",377
"NM_001291840","IKZF1",377
"NM_014629","ARHGEF10",1345
"NM_001185118","MYNN",611
"NM_018657","MYNN",611
"NM_144777","SCEL",689
"NM_152226","PPEF1",592
"NM_001389623","PPEF1",592
"NM_145117","NAV2",2430
"NM_199444","COPE",257
"NM_001277064","MFF",239
"NM_138713","NFAT5",1550
"NM_205863","PARD3B",1105
"NM_001394582","CCR6",375
"NM_031431","COG3",829
"NM_139007","HFE",261
"NM_153202","ADAM33",788
"NM_182739","NDUFB6",114
"NM_172348","IL4",138
"NM_017519","ARID1B",2237
"NM_001201536","TAF1A",451
"NM_015380","SAMM50",470
"NM_002482","NASP",789
"NM_022730","COPS7B",265
"NM_184087","TRIM55",242
"NM_016318","P2RX2",448
"NM_001168","BIRC5",143
